Crop_Category,Crop_Variety,Seed_Type,Temperature_Avg_C,Temperature_Min_C,Temperature_Max_C,Rainfall_mm,Humidity_Percent,Sunshine_Hours,Growing_Season_Days,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Organic_Matter_Percent,Soil_Type,Soil_Moisture_Percent,Irrigation_Type,Season,Previous_Crop,Farm_Size_ha,Fertilizer_Nitrogen_kg_per_ha,Fertilizer_Phosphorus_kg_per_ha,Fertilizer_Potassium_kg_per_ha,Pesticide_Usage,Yield_tons_per_ha
Millet,Millet (Foxtail),Hybrid,28.39,23.27,40.23,542.74,57.69,8.55,73,7.04,34.08,23.7,16.59,1.31,Red,54.61,Sprinkler,Rabi,Millet,5.97,28.96,22.74,17.39,1,2.154
Soybean,Soybean (Oil Grade),HYV,29.35,23.24,40.14,663.25,73.87,8.54,98,7.22,25.27,55.41,36.18,3.92,Alluvial,55.8,Flood,Kharif,Sugarcane,5.59,26.99,64.21,39.64,1,3.95
Millet,Millet (Finger/Ragi),Hybrid,25.27,19.36,35.82,662.85,69.37,9.85,112,6.32,44.52,22.99,16.92,1.64,Red,51.92,Rainfed,Kharif,Sugarcane,8.6,45.47,29.45,17.84,1,2.723
Wheat,Wheat (Common),Hybrid,19.37,11.63,27.39,578.98,61.42,8.61,115,6.64,85.89,47.59,33.38,3.96,Red,65.76,Sprinkler,Rabi,Soybean,7.8,72.45,34.16,28.99,1,7.083
Maize,Maize (Popcorn),Hybrid,26.32,18.75,34.42,661.25,66.67,7.68,98,6.14,93.71,51.76,46.25,2.24,Loamy,52.51,Drip,Rabi,Soybean,6.26,89.73,60.47,50.2,0,5.768
Maize,Maize (Popcorn),Traditional,26.27,20.98,34.11,545.87,57.02,8.83,102,6.58,83.7,41.91,49.5,4.18,Loamy,57.96,Sprinkler,Kharif,Sugarcane,16.81,57.16,30.04,27.86,1,5.597
Wheat,Wheat (Sharbati),Hybrid,19.91,12.26,28.65,516.25,58.66,7.56,121,6.97,91.51,44.06,35.39,3.74,Red,61.6,Drip,Rabi,Pulses,6.35,108.08,46.26,38.02,1,6.5
Millet,Millet (Pearl/Bajra),Traditional,30.24,24.74,41.4,365.62,43.9,9.78,70,6.76,53.83,23.38,20.57,2.12,Laterite,49.25,Flood,Kharif,Pulses,9.95,42.46,18.52,22.9,1,0.954
Millet,Millet (Foxtail),Hybrid,31.77,25.98,42.75,380.0,53.07,8.64,79,7.0,37.85,17.71,15.49,1.92,Loamy,47.01,Sprinkler,Rabi,Soybean,16.87,34.39,27.2,20.49,1,2.795
Rice,Rice (Basmati),Traditional,26.39,20.82,35.71,1176.68,78.75,6.23,138,6.39,69.06,30.32,32.8,3.23,Alluvial,75.07,Rainfed,Zaid,Soybean,12.46,61.86,24.36,24.21,1,3.893
Rice,Rice (Basmati),Hybrid,28.98,23.43,39.88,1298.43,76.69,6.3,140,7.3,72.02,37.08,30.21,4.91,Alluvial,80.81,Sprinkler,Kharif,Fallow,6.18,72.43,37.03,38.02,1,4.683
Wheat,Wheat (Sharbati),HYV,19.79,14.61,29.13,407.77,55.31,8.09,132,7.1,97.94,41.41,35.34,2.04,Loamy,60.64,Drip,Rabi,Sugarcane,16.23,89.62,44.9,36.78,1,3.577
Wheat,Wheat (Durum),Hybrid,19.95,12.42,29.51,622.44,63.26,8.53,127,6.35,87.57,59.45,39.37,3.66,Loamy,64.48,Flood,Rabi,Cotton,7.26,101.06,64.22,41.43,1,6.762
Soybean,Soybean (Food Grade),HYV,27.91,20.96,37.12,738.74,69.85,8.88,93,6.25,24.18,41.85,31.56,3.51,Black,59.17,Rainfed,Rabi,Soybean,9.43,25.4,55.86,32.8,1,1.805
Millet,Millet (Foxtail),Traditional,26.88,19.97,34.28,458.72,60.53,8.37,62,6.94,33.64,18.33,18.32,1.2,Sandy,39.51,Sprinkler,Kharif,Cotton,6.62,34.29,17.95,17.83,1,1.989
Maize,Maize (Feed Corn),Traditional,24.68,17.9,34.08,827.04,72.58,7.0,111,7.19,143.15,67.02,55.13,3.57,Red,66.86,Sprinkler,Kharif,Maize,8.33,115.92,50.15,45.17,1,8.165
Rice,Rice (Basmati),HYV,26.5,21.02,36.74,1464.71,72.3,6.54,142,6.98,64.05,38.9,38.59,2.23,Loamy,62.66,Flood,Kharif,Wheat,0.7,62.13,39.23,38.05,1,2.754
Millet,Millet (Foxtail),HYV,27.98,22.29,37.26,427.75,51.77,9.62,68,7.36,32.98,23.99,18.41,2.3,Clayey,42.56,Rainfed,Zaid,Maize,4.8,37.35,15.85,15.56,1,1.218
Maize,Maize (Popcorn),Traditional,26.02,19.29,34.39,610.07,68.97,8.34,86,6.08,94.74,44.99,47.99,3.1,Loamy,69.79,Sprinkler,Rabi,Soybean,2.16,87.59,48.05,45.8,0,5.016
Wheat,Wheat (Common),Hybrid,20.54,13.54,28.8,489.27,65.31,9.66,128,7.48,83.49,42.24,34.61,2.77,Black,52.73,Flood,Rabi,Rice,6.39,96.81,47.46,34.62,1,5.882
Millet,Millet (Pearl/Bajra),Hybrid,30.16,23.69,41.21,471.82,59.11,10.93,85,6.14,44.02,25.13,26.17,2.41,Sandy,34.62,Sprinkler,Kharif,Rice,14.95,54.14,23.7,29.84,0,1.84
Millet,Millet (Finger/Ragi),HYV,25.85,19.76,35.89,505.58,51.46,9.4,104,5.8,41.75,28.7,20.93,2.64,Desert,52.61,Sprinkler,Zaid,Soybean,19.94,48.64,22.93,24.5,1,3.003
Rice,Rice (Sona Masuri),HYV,26.53,20.22,34.19,1395.08,75.0,7.76,137,6.94,73.7,36.58,42.13,2.19,Alluvial,72.07,Flood,Kharif,Soybean,10.04,86.32,35.61,37.47,0,5.365
Wheat,Wheat (Durum),HYV,22.93,17.66,30.53,589.88,65.17,8.41,121,7.49,98.12,53.57,39.43,1.88,Alluvial,68.56,Flood,Rabi,Sugarcane,1.93,93.04,57.64,38.81,0,2.934
Millet,Millet (Foxtail),Traditional,29.06,22.12,37.82,317.1,53.4,8.55,83,7.34,37.23,20.96,15.76,1.03,Red,42.14,Rainfed,Rabi,Soybean,0.57,25.88,15.23,15.8,1,1.47
Wheat,Wheat (Common),Hybrid,18.57,11.56,28.53,529.46,67.58,7.48,121,7.45,95.1,43.0,39.44,3.45,Alluvial,50.93,Sprinkler,Rabi,Soybean,9.43,89.38,48.33,39.76,1,6.643
Wheat,Wheat (Sharbati),HYV,17.33,10.39,26.82,567.74,61.9,8.24,134,6.88,99.27,47.19,34.08,2.47,Alluvial,51.64,Drip,Rabi,Millet,17.82,69.76,37.23,33.97,1,3.531
Millet,Millet (Sorghum/Jowar),Hybrid,31.04,25.48,41.56,562.91,52.36,7.95,129,7.86,69.46,37.14,25.49,2.53,Desert,52.63,Sprinkler,Kharif,Cotton,7.62,69.19,36.69,30.78,1,2.637
Soybean,Soybean (Oil Grade),Traditional,27.64,22.48,38.2,792.26,72.25,8.07,104,6.75,27.88,63.3,42.93,2.91,Red,55.85,Sprinkler,Kharif,Wheat,2.75,18.37,40.13,35.09,1,1.964
Millet,Millet (Pearl/Bajra),Hybrid,30.7,24.23,38.04,505.38,50.86,10.88,80,7.89,57.98,21.27,25.46,2.41,Sandy,50.71,Sprinkler,Kharif,Soybean,3.97,62.56,22.53,31.38,1,1.592
Millet,Millet (Foxtail),Hybrid,29.08,23.97,38.77,381.6,62.55,8.08,80,7.1,32.51,23.13,19.13,2.05,Sandy,43.14,Flood,Kharif,Maize,15.0,33.44,19.96,17.72,1,1.192
Millet,Millet (Sorghum/Jowar),HYV,29.92,22.86,37.13,406.7,53.84,8.1,90,7.05,74.28,35.34,31.56,1.65,Black,56.14,Flood,Rabi,Wheat,4.4,69.09,36.39,26.77,1,3.726
Millet,Millet (Sorghum/Jowar),Traditional,28.52,22.77,39.4,414.79,62.2,8.79,123,7.87,64.35,34.57,26.73,1.76,Red,48.59,Sprinkler,Kharif,Maize,4.49,61.89,24.33,22.64,1,2.555
Millet,Millet (Finger/Ragi),Hybrid,25.91,18.66,35.04,672.74,68.39,8.58,110,6.93,47.52,22.59,21.44,2.21,Red,60.44,Rainfed,Kharif,Millet,3.29,52.44,31.1,24.92,1,2.382
Millet,Millet (Finger/Ragi),Hybrid,28.57,22.08,38.17,655.63,64.28,7.53,104,6.58,46.57,25.42,15.95,2.42,Loamy,63.09,Sprinkler,Kharif,Fallow,13.41,35.85,22.15,18.86,1,2.156
Millet,Millet (Pearl/Bajra),Traditional,31.04,23.95,38.12,326.64,47.98,9.23,72,7.13,52.31,23.06,25.34,2.68,Red,54.56,Flood,Kharif,Fallow,14.59,33.74,22.23,22.25,1,1.461
Millet,Millet (Foxtail),HYV,29.53,21.58,37.82,435.78,56.36,7.43,61,7.49,30.59,24.51,16.92,2.09,Red,35.84,Sprinkler,Kharif,Millet,14.01,39.86,23.83,17.85,1,2.393
Soybean,Soybean (Food Grade),Hybrid,24.29,19.19,32.13,807.94,66.15,7.21,99,7.42,29.52,45.71,30.07,2.63,Desert,64.21,Sprinkler,Kharif,Rice,12.5,25.14,63.45,39.29,1,2.695
Rice,Rice (Non-Basmati),Hybrid,26.94,20.1,38.92,1188.88,80.93,6.36,120,6.57,114.31,41.16,50.53,3.62,Black,86.52,Sprinkler,Rabi,Fallow,19.86,90.1,47.25,51.67,0,7.156
Rice,Rice (Sona Masuri),HYV,28.56,20.75,39.2,1201.87,78.9,8.78,124,6.2,72.07,43.84,39.87,3.1,Alluvial,70.18,Flood,Kharif,Wheat,7.65,81.64,44.33,41.26,1,4.62
Wheat,Wheat (Durum),Traditional,21.72,13.97,32.46,637.22,53.86,8.5,125,7.02,97.57,40.61,38.72,3.24,Black,49.27,Sprinkler,Rabi,Wheat,9.2,67.27,34.42,31.95,0,2.833
Millet,Millet (Finger/Ragi),Traditional,25.19,20.19,34.17,684.76,50.95,9.69,126,5.81,41.38,28.92,23.91,2.82,Black,58.41,Sprinkler,Kharif,Maize,8.43,37.32,23.4,12.17,1,3.387
Wheat,Wheat (Durum),Traditional,18.18,11.91,30.12,624.77,62.66,9.58,128,6.09,85.51,53.17,33.92,3.26,Loamy,63.98,Drip,Rabi,Sugarcane,10.31,68.44,47.68,27.94,1,4.848
Maize,Maize (Popcorn),HYV,22.08,14.85,29.19,676.27,58.01,8.44,92,6.89,94.77,44.2,48.85,2.05,Desert,62.42,Sprinkler,Zaid,Cotton,13.47,87.55,54.54,40.77,0,5.207
Maize,Maize (Popcorn),HYV,22.98,16.34,33.4,688.07,64.31,8.35,88,6.61,87.56,42.4,44.39,2.9,Loamy,51.19,Flood,Kharif,Sugarcane,14.36,89.06,49.86,41.99,1,5.52
Rice,Rice (Non-Basmati),HYV,28.31,22.1,38.35,1476.5,84.69,6.06,114,5.88,107.08,54.26,59.71,3.62,Clayey,71.78,Flood,Kharif,Wheat,3.82,114.61,40.87,48.58,1,8.754
Maize,Maize (Sweet Corn),Traditional,24.56,17.58,32.84,797.83,64.94,6.37,94,6.63,113.48,69.53,52.67,3.95,Laterite,61.33,Drip,Rabi,Cotton,19.14,80.32,48.89,33.1,0,5.381
Millet,Millet (Finger/Ragi),HYV,30.69,23.57,40.46,401.15,51.83,8.06,130,5.03,36.79,22.69,16.46,3.49,Loamy,64.3,Rainfed,Kharif,Sugarcane,13.83,40.26,18.34,15.34,1,1.535
Wheat,Wheat (Common),HYV,18.89,11.35,29.88,593.15,54.44,8.62,127,6.67,98.14,44.12,34.43,2.62,Laterite,58.37,Flood,Rabi,Soybean,11.64,91.7,47.23,34.07,1,4.93
Millet,Millet (Foxtail),Hybrid,26.38,19.46,37.61,357.99,61.45,8.72,78,7.23,34.08,23.29,16.5,1.52,Sandy,56.74,Rainfed,Kharif,Sugarcane,16.54,35.72,14.31,17.67,1,1.289
Soybean,Soybean (Oil Grade),Traditional,25.26,17.82,34.61,940.89,68.9,6.16,115,7.26,23.17,55.3,38.62,2.91,Alluvial,67.52,Drip,Kharif,Sugarcane,7.01,22.66,44.25,29.54,1,2.68
Wheat,Wheat (Durum),Traditional,18.34,12.36,28.61,521.52,51.42,8.0,128,6.88,97.79,49.93,35.9,2.83,Alluvial,52.06,Drip,Rabi,Pulses,1.58,72.42,37.98,27.79,1,3.351
Millet,Millet (Sorghum/Jowar),Hybrid,32.63,27.0,40.25,672.29,61.91,8.08,116,6.67,67.58,38.96,29.3,1.93,Loamy,42.15,Rainfed,Zaid,Millet,1.26,71.04,42.01,37.72,1,1.305
Soybean,Soybean (Oil Grade),HYV,25.66,20.47,33.49,783.28,65.65,6.28,104,7.48,22.88,63.33,36.15,2.88,Desert,61.89,Sprinkler,Kharif,Cotton,5.87,17.88,45.97,27.16,1,3.942
Millet,Millet (Finger/Ragi),Hybrid,26.02,20.09,34.96,536.36,62.89,8.94,114,5.33,45.52,20.45,16.37,1.6,Desert,49.17,Rainfed,Kharif,Fallow,14.98,44.6,19.19,19.08,1,2.111
Rice,Rice (Sona Masuri),HYV,28.75,22.62,36.39,1306.35,83.92,8.85,125,6.26,75.55,38.03,37.24,2.36,Alluvial,64.61,Flood,Kharif,Millet,14.07,71.6,42.09,40.03,1,5.268
Millet,Millet (Foxtail),Traditional,26.69,20.75,36.08,429.99,53.14,7.05,73,6.44,30.8,20.57,19.09,1.21,Sandy,41.99,Flood,Kharif,Cotton,12.23,24.02,19.03,14.26,1,1.129
Wheat,Wheat (Common),Hybrid,21.98,16.69,33.67,512.31,57.14,7.85,117,6.14,90.47,45.07,36.07,2.33,Alluvial,67.78,Flood,Rabi,Rice,19.15,89.44,38.16,34.72,1,5.684
Wheat,Wheat (Sharbati),Hybrid,17.57,11.79,27.86,422.45,63.65,8.43,119,6.43,99.06,46.77,34.7,2.89,Sandy,42.31,Flood,Rabi,Fallow,16.68,107.31,51.43,40.54,0,2.934
Millet,Millet (Foxtail),Hybrid,29.2,23.37,36.95,324.09,48.38,9.82,83,6.79,37.19,16.03,15.75,1.02,Loamy,58.37,Rainfed,Rabi,Fallow,10.63,38.95,22.03,18.92,1,1.124
Millet,Millet (Pearl/Bajra),HYV,30.77,24.82,40.89,598.82,45.87,8.36,79,7.21,51.14,21.07,24.1,2.71,Red,41.95,Rainfed,Rabi,Sugarcane,17.75,47.67,29.19,26.46,1,2.173
Wheat,Wheat (Durum),HYV,21.74,16.04,30.37,592.03,54.77,7.62,131,7.32,81.5,48.92,36.07,3.19,Loamy,69.9,Drip,Rabi,Wheat,2.08,91.97,51.63,31.66,0,5.554
Soybean,Soybean (Food Grade),Traditional,28.31,22.31,36.34,703.74,62.61,7.07,95,6.36,20.46,55.09,30.5,2.2,Alluvial,54.07,Rainfed,Kharif,Fallow,14.63,24.0,40.48,29.95,1,2.964
Rice,Rice (Non-Basmati),Hybrid,29.63,24.12,38.73,1564.12,88.02,6.21,113,6.38,115.6,49.35,56.99,2.98,Laterite,73.49,Drip,Kharif,Pulses,11.7,76.77,44.68,44.31,1,6.769
Millet,Millet (Foxtail),Hybrid,26.06,19.24,36.74,462.04,45.33,8.02,65,6.88,37.84,15.18,17.13,2.85,Sandy,39.62,Drip,Kharif,Wheat,4.62,41.73,21.3,23.96,0,1.361
Maize,Maize (Popcorn),Hybrid,25.7,18.73,36.93,522.98,65.5,6.73,104,6.21,81.29,49.62,44.57,2.45,Loamy,53.71,Drip,Rabi,Cotton,14.04,90.97,59.54,47.14,0,7.024
Maize,Maize (Sweet Corn),HYV,26.99,19.61,36.69,690.11,61.91,7.37,81,5.84,109.1,61.01,45.74,3.39,Desert,65.38,Drip,Kharif,Rice,11.48,116.29,54.13,47.76,1,6.987
Wheat,Wheat (Common),HYV,21.97,16.42,30.86,523.3,56.9,8.42,128,6.76,98.21,40.43,31.2,3.86,Sandy,43.86,Flood,Rabi,Rice,13.31,85.02,47.75,35.49,1,6.061
Soybean,Soybean (Food Grade),HYV,26.71,19.27,34.98,620.49,73.79,8.68,109,6.97,22.8,58.2,35.37,3.25,Alluvial,54.55,Sprinkler,Kharif,Soybean,12.09,19.33,36.56,27.74,1,3.365
Rice,Rice (Sona Masuri),Hybrid,30.48,22.55,41.58,1397.07,75.23,8.69,129,5.68,82.43,39.55,44.22,3.23,Loamy,83.19,Flood,Kharif,Wheat,15.78,89.15,40.23,39.21,1,7.215
Millet,Millet (Sorghum/Jowar),Traditional,27.83,21.52,35.39,642.09,65.91,9.87,112,6.37,77.95,36.17,29.45,2.86,Clayey,46.13,Rainfed,Kharif,Sugarcane,14.53,36.94,22.28,16.16,1,2.307
Soybean,Soybean (Food Grade),HYV,27.42,20.78,38.67,841.55,62.09,7.86,103,6.26,24.49,47.61,32.01,2.47,Alluvial,61.46,Drip,Kharif,Rice,7.18,23.38,68.64,43.66,1,2.608
Wheat,Wheat (Sharbati),HYV,21.93,15.14,30.93,448.02,53.66,7.45,119,6.4,93.98,49.09,31.36,2.95,Black,47.39,Drip,Rabi,Pulses,4.43,97.43,43.17,35.25,1,6.102
Rice,Rice (Sona Masuri),HYV,26.44,19.16,36.07,1122.66,76.09,6.06,128,5.59,79.9,38.16,35.05,2.46,Loamy,65.47,Sprinkler,Kharif,Pulses,5.3,79.57,35.17,38.83,0,3.955
Wheat,Wheat (Sharbati),Hybrid,17.35,10.42,26.78,527.24,59.35,7.43,134,7.29,99.85,47.31,31.46,2.56,Black,43.3,Drip,Rabi,Maize,18.31,97.19,46.67,36.78,1,3.92
Rice,Rice (Basmati),HYV,28.05,21.34,39.01,1493.34,73.76,7.53,130,7.18,69.75,39.45,30.57,4.79,Alluvial,61.26,Flood,Kharif,Cotton,19.07,71.75,38.21,33.92,0,4.707
Wheat,Wheat (Durum),Traditional,20.57,15.02,31.62,544.44,53.06,7.5,138,6.51,99.72,59.17,38.22,2.68,Red,51.6,Sprinkler,Rabi,Cotton,1.31,66.42,47.67,26.57,1,4.807
Rice,Rice (Non-Basmati),Traditional,31.42,25.73,39.88,1525.45,79.17,6.07,128,7.37,95.69,48.78,55.94,2.28,Black,69.56,Drip,Kharif,Cotton,1.18,55.09,32.57,24.28,1,3.613
Wheat,Wheat (Sharbati),Traditional,21.25,16.25,28.93,407.41,52.44,9.12,125,6.37,95.65,42.38,32.81,3.76,Loamy,51.06,Sprinkler,Rabi,Rice,5.2,64.46,34.46,27.9,1,3.118
Wheat,Wheat (Durum),Traditional,21.73,15.04,32.28,480.65,64.58,8.38,140,6.91,92.25,47.62,33.23,1.66,Loamy,56.15,Flood,Rabi,Fallow,9.87,65.44,45.56,26.67,1,3.631
Rice,Rice (Non-Basmati),HYV,30.78,23.29,42.02,1269.28,85.87,6.64,140,6.27,118.6,45.32,46.72,2.99,Black,77.01,Sprinkler,Kharif,Maize,4.11,87.63,50.17,49.0,1,5.105
Soybean,Soybean (Food Grade),HYV,26.51,19.68,37.48,815.36,73.11,8.85,98,6.15,29.45,52.13,35.55,2.21,Loamy,51.93,Rainfed,Kharif,Rice,6.94,28.68,59.23,33.43,1,1.395
Wheat,Wheat (Sharbati),Traditional,19.25,12.63,27.81,534.5,61.48,7.12,116,7.0,94.17,48.57,36.87,3.05,Alluvial,59.6,Flood,Rabi,Cotton,7.44,65.59,34.71,25.02,1,3.927
Soybean,Soybean (Oil Grade),Traditional,25.21,18.28,34.7,783.32,66.13,7.15,120,6.45,26.49,58.98,37.28,3.17,Alluvial,61.46,Rainfed,Kharif,Millet,4.1,18.38,53.43,30.27,1,2.081
Wheat,Wheat (Common),Traditional,21.94,16.29,30.15,448.63,65.83,8.53,130,7.04,89.57,45.82,32.41,2.01,Loamy,61.3,Flood,Rabi,Rice,3.93,67.12,39.87,28.76,1,5.073
Rice,Rice (Basmati),HYV,27.84,21.1,37.29,1322.37,73.45,7.66,142,6.99,62.82,35.71,31.85,2.84,Loamy,65.47,Flood,Zaid,Pulses,7.74,78.78,38.94,33.37,1,3.586
Rice,Rice (Basmati),HYV,26.58,21.41,36.63,1120.4,75.8,6.24,137,6.31,70.88,32.32,38.49,3.19,Laterite,66.14,Rainfed,Kharif,Pulses,14.44,65.65,30.81,38.77,1,3.169
Soybean,Soybean (Food Grade),Hybrid,28.8,20.84,38.71,600.2,67.85,7.39,108,7.26,29.61,49.78,34.09,3.3,Laterite,56.1,Rainfed,Kharif,Sugarcane,8.88,31.06,46.03,38.67,1,2.955
Millet,Millet (Pearl/Bajra),Hybrid,33.75,28.12,42.09,250.81,47.05,10.74,89,7.92,44.28,25.72,23.65,2.23,Black,48.6,Rainfed,Kharif,Maize,12.95,60.03,32.7,29.54,1,2.658
Maize,Maize (Popcorn),Traditional,24.43,16.92,32.63,732.83,64.52,7.52,87,6.38,89.56,43.71,45.78,4.06,Alluvial,67.53,Drip,Kharif,Maize,9.48,65.9,30.73,33.7,0,6.282
Maize,Maize (Sweet Corn),Hybrid,26.05,19.67,37.34,635.45,74.13,6.92,82,6.4,107.21,55.51,55.21,4.64,Alluvial,54.87,Rainfed,Kharif,Fallow,12.84,131.51,62.33,63.22,1,6.076
Millet,Millet (Pearl/Bajra),HYV,34.84,28.61,41.9,530.41,50.26,8.45,81,7.9,51.77,22.51,25.95,1.61,Clayey,34.23,Drip,Rabi,Wheat,9.69,56.86,26.12,20.11,1,0.947
Millet,Millet (Finger/Ragi),Hybrid,25.76,18.32,36.81,686.27,67.32,7.65,109,5.45,38.35,21.18,23.96,2.48,Red,47.13,Rainfed,Kharif,Wheat,7.46,39.63,27.45,16.62,1,2.695
Maize,Maize (Sweet Corn),HYV,27.1,19.21,34.71,643.17,63.46,8.3,83,6.07,119.0,56.9,41.2,4.7,Alluvial,61.21,Flood,Kharif,Soybean,17.74,87.55,44.6,45.1,1,9.75
Millet,Millet (Finger/Ragi),Traditional,25.07,19.66,36.13,441.41,68.11,7.82,119,6.86,47.24,20.87,21.54,2.24,Alluvial,54.69,Sprinkler,Kharif,Sugarcane,9.14,25.68,23.26,19.6,0,2.177
Wheat,Wheat (Sharbati),Traditional,20.26,13.48,31.17,445.12,63.28,8.78,117,7.26,93.99,44.41,32.63,2.85,Laterite,62.86,Sprinkler,Rabi,Rice,3.03,76.48,36.35,29.11,1,3.587
Rice,Rice (Non-Basmati),HYV,31.16,24.68,40.92,1200.95,85.89,7.08,128,5.62,113.78,53.48,56.99,2.42,Desert,65.77,Sprinkler,Zaid,Pulses,3.06,82.47,41.03,41.53,1,6.58
Wheat,Wheat (Common),Traditional,18.63,12.98,30.21,435.6,61.57,7.49,110,6.76,90.33,43.78,30.55,2.02,Alluvial,52.14,Sprinkler,Rabi,Pulses,11.43,71.45,32.91,24.15,1,5.415
Millet,Millet (Foxtail),Hybrid,30.53,23.47,39.52,324.28,55.37,9.35,78,6.6,38.08,17.15,16.65,2.32,Loamy,50.75,Rainfed,Rabi,Sugarcane,1.57,34.75,16.45,14.74,1,1.48
Millet,Millet (Finger/Ragi),Hybrid,25.8,18.7,37.39,673.17,63.06,7.56,115,6.13,35.76,25.75,24.02,2.81,Loamy,44.86,Flood,Kharif,Wheat,2.86,44.28,32.83,25.87,1,1.744
Wheat,Wheat (Sharbati),Traditional,18.6,10.71,29.36,583.36,54.48,7.25,121,7.47,88.31,48.71,37.79,3.66,Black,57.2,Sprinkler,Rabi,Sugarcane,3.58,64.29,33.35,26.48,1,4.609
Soybean,Soybean (Oil Grade),HYV,29.62,22.38,37.21,835.02,67.87,6.12,117,6.4,21.06,56.08,36.24,2.33,Alluvial,72.31,Rainfed,Kharif,Rice,4.62,24.91,62.7,39.74,1,3.146
Wheat,Wheat (Sharbati),Hybrid,17.85,12.48,25.75,569.25,58.34,8.37,117,6.19,80.12,43.11,32.49,2.61,Black,64.34,Drip,Rabi,Rice,14.6,101.46,49.31,36.96,1,5.025
Wheat,Wheat (Durum),Traditional,19.82,13.78,29.8,556.12,63.13,8.72,139,7.19,93.11,46.97,39.19,1.94,Loamy,52.76,Flood,Rabi,Rice,14.24,66.43,42.48,25.14,1,3.439
Rice,Rice (Basmati),Hybrid,28.85,23.43,40.02,1004.07,73.2,7.85,146,7.48,60.61,39.99,36.24,3.68,Clayey,61.49,Flood,Kharif,Rice,5.63,69.62,34.64,38.02,1,4.656
Millet,Millet (Pearl/Bajra),Traditional,33.01,26.92,43.04,428.22,50.42,10.48,70,6.33,40.29,25.42,29.5,2.18,Sandy,40.73,Rainfed,Kharif,Wheat,2.54,42.79,17.89,18.38,1,2.483
Maize,Maize (Sweet Corn),HYV,26.08,18.09,34.49,753.64,69.19,7.1,87,6.61,100.47,67.0,52.24,2.91,Desert,52.83,Rainfed,Rabi,Sugarcane,8.9,104.29,69.6,45.92,0,5.101
Rice,Rice (Non-Basmati),Hybrid,27.04,21.52,37.17,1293.56,71.12,8.76,138,6.69,118.11,45.24,58.18,4.85,Alluvial,71.73,Flood,Kharif,Cotton,13.84,113.2,50.2,65.81,1,5.68
Millet,Millet (Foxtail),Hybrid,28.53,21.53,37.35,545.9,53.11,7.61,61,7.0,31.69,20.89,17.84,1.22,Sandy,51.6,Rainfed,Rabi,Sugarcane,6.88,38.32,27.04,20.1,1,2.157
Rice,Rice (Sona Masuri),Traditional,29.36,23.23,39.52,1311.63,81.42,7.13,138,5.54,75.22,40.49,41.19,2.69,Loamy,80.67,Flood,Kharif,Maize,13.52,58.54,32.64,32.34,0,3.666
Millet,Millet (Pearl/Bajra),Hybrid,30.95,23.51,39.4,300.31,57.41,10.4,66,7.81,53.73,28.88,26.6,2.12,Red,40.42,Rainfed,Kharif,Rice,14.02,38.45,16.8,19.19,1,1.516
Millet,Millet (Finger/Ragi),Hybrid,29.57,24.55,36.99,628.17,53.23,9.31,129,6.63,40.28,26.51,19.53,2.28,Loamy,44.72,Rainfed,Kharif,Rice,11.46,43.46,41.71,22.51,1,2.755
Wheat,Wheat (Common),HYV,21.96,16.41,33.07,424.77,53.59,7.89,123,7.07,94.81,46.8,37.78,2.68,Loamy,41.62,Sprinkler,Rabi,Millet,19.28,96.55,48.1,30.73,1,6.633
Millet,Millet (Pearl/Bajra),Traditional,33.62,26.69,44.34,306.61,57.46,10.35,89,6.48,45.02,21.78,21.95,2.61,Sandy,44.01,Sprinkler,Zaid,Soybean,3.71,43.29,19.98,22.18,0,1.386
Soybean,Soybean (Oil Grade),HYV,25.44,17.78,34.86,740.43,78.75,7.18,107,7.46,23.16,67.61,37.04,4.14,Red,56.61,Rainfed,Kharif,Rice,14.47,26.3,59.41,41.19,1,2.855
Wheat,Wheat (Durum),Traditional,18.02,12.08,29.35,516.72,55.06,8.63,120,7.41,99.27,50.23,34.69,3.75,Loamy,59.9,Sprinkler,Zaid,Pulses,6.12,75.61,41.01,26.0,1,2.821
Millet,Millet (Finger/Ragi),Hybrid,27.64,20.18,38.38,540.12,50.22,8.56,100,6.59,46.16,20.6,17.13,2.36,Loamy,63.96,Sprinkler,Kharif,Millet,14.92,34.32,28.24,24.85,1,4.074
Soybean,Soybean (Food Grade),HYV,28.38,23.18,36.43,854.55,70.85,7.63,108,6.67,21.36,56.88,34.11,2.78,Black,55.58,Sprinkler,Kharif,Millet,4.63,29.36,57.21,39.0,1,3.788
Rice,Rice (Non-Basmati),Traditional,29.44,24.06,38.21,1373.52,80.66,6.11,114,6.11,92.56,49.85,44.01,4.13,Black,78.41,Sprinkler,Kharif,Rice,8.65,66.73,32.74,40.32,1,4.787
Wheat,Wheat (Common),HYV,21.26,13.53,29.82,448.39,59.23,9.24,126,7.18,90.25,41.41,36.72,3.07,Black,58.67,Sprinkler,Rabi,Pulses,17.42,84.78,45.38,33.0,1,7.453
Maize,Maize (Popcorn),Hybrid,22.28,14.68,29.89,657.18,59.7,7.69,91,6.39,81.48,59.5,44.22,3.43,Laterite,60.04,Sprinkler,Rabi,Maize,15.01,104.85,56.83,45.07,1,5.505
